Event_ID,Species,# Observed,Age,Composition,Breeding Status,Notes
20070506163624-286727607.250214,LEYE,3.00E+00,,,O,
20070506163624-286727607.250214,MEGU,4.10E+01,,,O,
20070506163624-286727607.250214,NOCR,3.70E+01,,,O,
20070506175816-462980031.967163,BOGU,4.60E+01,,,O,
20070506175816-462980031.967163,SPSA,1.00E+00,,,O,
20070506163624-271023929.11911,MAMU,8.00E+00,,,O,
20070506163624-606745779.514313,BOGU,1.00E+00,,,O,
20070506163624-606745779.514313,MAMU,2.00E+00,,,O,
20070506163624-227304756.641388,COLO,1.00E+00,,,O,
20070506163624-227304756.641388,GWGU,1.00E+00,,,O,
20070506163624-227304756.641388,MAMU,1.00E+00,,,O,
20070506163624-669069707.393646,BAEA,1.00E+00,,,O,
20070506163624-669069707.393646,BOGU,3.00E+00,,,O,
20070506163624-669069707.393646,SPSA,1.00E+00,,,O,
20070506163624-149006664.75296,BAEA,2.00E+01,,,O,
20070506163624-149006664.75296,BEKI,1.00E+00,,,O,
20070506163624-149006664.75296,BOGU,7.30E+01,,,O,
20070506163624-149006664.75296,COME,2.00E+00,,,O,
20070506163624-149006664.75296,GWGU,1.00E+00,,,O,
20070506163624-149006664.75296,HERG,8.00E+00,,,O,
20070506163624-149006664.75296,LEYE,1.00E+00,,,O,
20070506163624-149006664.75296,MEGU,8.00E+00,,,O,
20070506163624-149006664.75296,NOCR,8.00E+01,,,O,
20070506163624-149006664.75296,NSHO,4.00E+00,,,O,
20070506163624-149006664.75296,RUBL,6.00E+00,,,O,
20070506163624-149006664.75296,SEPL,3.00E+00,,,O,
20070506163624-149006664.75296,SPSA,3.00E+00,,,O,
20070506163624-149006664.75296,UNGU,7.00E+00,,,O,
20070506175816-404834151.268005,BAEA,2.00E+00,,,O,
20070506175816-404834151.268005,BOGU,2.00E+00,,,O,
20070506175816-404834151.268005,HERG,2.00E+00,,,O,
20070506163624-498516380.786896,MEGU,1.00E+00,,,O,
20070506163624-151255071.163177,BLSC,2.00E+00,,,O,
20070506163624-151255071.163177,BOGU,3.00E+00,,,O,
20070506163624-151255071.163177,HERG,6.00E+00,,,O,
20070506163624-151255071.163177,MEGU,1.30E+01,,,O,
20070506163624-151255071.163177,SUSC,1.40E+03,,,O,
20070506163624-477145135.402679,BAEA,2.00E+00,,,O,
20070506163624-477145135.402679,MALL,3.50E+01,,,O,
20070506163624-477145135.402679,HERG,2.00E+00,,,O,
20070506175816-55593490.6005859,HERG,2.10E+01,,,O,
20070506175816-55593490.6005859,MEGU,5.70E+01,,,O,
20070506175816-55593490.6005859,BOGU,4.00E+00,,,O,
20070506163624-566159784.793854,BAEA,1.00E+00,,,O,
20070506163624-566159784.793854,BOGU,3.30E+01,,,O,
20070506163624-790226399.898529,BOGU,8.00E+00,,,O,
20070506163624-942988574.504852,BOGU,2.00E+00,,,O,
20070506163624-942988574.504852,MEGU,1.00E+00,,,O,
20070506163624-912946999.073029,SUSC,1.42E+02,,,O,
20070506163624-912946999.073029,MAMU,2.00E+00,,,O,
20070506163624-347347557.544708,NONE,0.00E+00,,,O,
20070506163624-500069081.783295,MAMU,2.00E+00,,,O,
20070506163624-608953058.719635,MEGU,7.20E+01,,,O,
20070506163624-608953058.719635,NOCR,1.00E+00,,,O,
20070506163624-608953058.719635,BOGU,1.20E+01,,,O,
20070506163624-608953058.719635,HERG,1.40E+01,,,O,
20070506163624-608953058.719635,COME,8.00E+00,,,O,
20070506163624-969412267.208099,BOGU,3.00E+00,,,O,
20070506163624-969412267.208099,NOCR,1.00E+00,,,O,
20070506163624-969412267.208099,HERG,1.00E+00,,,O,
20070506175816-979077935.218811,BOGU,1.00E+00,,,O,
20070506163624-16191184.5207214,MALL,2.30E+01,,,O,
20070506163624-332351267.337799,NOCR,1.90E+01,,,O,
20070506163624-332351267.337799,MAMU,9.00E+00,,,O,
20070506163624-402037799.358368,MAMU,6.00E+00,,,O,
20070506163624-402037799.358368,BOGU,1.20E+01,,,O,
20070506163624-402037799.358368,HARD,2.00E+00,,,O,
20070506163624-402037799.358368,ARTE,2.00E+00,,,O,
20070506163624-39033949.3751526,NOCR,1.00E+00,,,O,
20070506163624-39033949.3751526,BAEA,6.00E+00,,,O,
20070506163624-39033949.3751526,MALL,3.00E+00,,,O,
20070506163624-39033949.3751526,BOGU,2.50E+01,,,O,
20070506163624-39033949.3751526,COME,1.00E+00,,,O,
20070506163624-39033949.3751526,HERG,4.00E+00,,,O,
20070506175816-390291452.407837,HERG,7.00E+00,,,O,
20070506175816-390291452.407837,BAEA,1.00E+00,,,O,
20070506175816-390291452.407837,MALL,1.10E+01,,,O,
20070506175816-390291452.407837,MEGU,6.50E+01,,,O,
20070506163624-952460110.187531,COME,1.00E+00,,,O,
20070506163624-952460110.187531,UNGU,2.00E+00,,,O,
20070506163624-993945777.416229,MEGU,2.00E+00,,,O,
20070506163624-890142858.028412,CORA,2.00E+00,,,O,
20070506163624-572497904.30069,NONE,0.00E+00,,,O,
20070506163624-729455649.852753,MAMU,1.00E+00,,,O,
20070506163624-729455649.852753,UNGU,1.30E+01,,,O,
20070506163624-729455649.852753,MEGU,2.00E+00,,,O,
20070506163624-589555323.123932,MEGU,2.30E+01,,,O,
20070506163624-73816478.2524109,MALL,3.30E+01,,,O,
20070506163624-73816478.2524109,BAEA,4.00E+00,,,O,
20070506163624-73816478.2524109,MEGU,4.70E+01,,,O,
20070506163624-73816478.2524109,BOGU,2.00E+00,,,O,
20070506163624-73816478.2524109,NOCR,6.00E+00,,,O,
20070506163624-73816478.2524109,AGWT,6.00E+00,,,O,
20070506163624-73816478.2524109,AMWI,9.00E+00,,,O,
20070506163624-73816478.2524109,COME,3.00E+00,,,O,
20070506175816-489894747.73407,NONE,0.00E+00,,,O,
20070506163624-852757394.313812,MEGU,1.00E+00,,,O,
20070506163624-490532696.247101,SUSC,1.40E+01,,,O,
20070506163624-407380640.506744,SPSA,3.00E+00,,,O,
20070506163624-407380640.506744,NOCR,1.00E+00,,,O,
20070506163624-819328010.082245,MAMU,4.00E+00,,,O,
20070506163624-251241385.936737,MAMU,8.00E+00,,,O,
20070506163624-251241385.936737,MEGU,1.00E+00,,,O,
20070506163624-895535290.241241,NONE,0.00E+00,,,O,
20070506163624-720325529.575348,MEGU,5.00E+00,,,O,
20070506163624-339941918.849945,BOGU,9.00E+00,,,O,
20070506163624-339941918.849945,UNGU,2.00E+00,,,O,
20070506163624-686908066.272736,BAEA,4.00E+00,,,O,
20070506163624-686908066.272736,CORA,1.00E+00,,,O,
20070506163624-686908066.272736,MEGU,3.90E+01,,,O,
20070506163624-686908066.272736,AMWI,7.00E+00,,,O,
20070506163624-686908066.272736,MALL,2.20E+01,,,O,
20070506163624-686908066.272736,NSHO,2.00E+00,,,O,
20070506163624-686908066.272736,NOPI,1.00E+00,,,O,
20070506163624-686908066.272736,AGWT,1.00E+00,,,O,
20070506163624-686908066.272736,BOGU,3.00E+00,,,O,
20070506163624-686908066.272736,WISN,2.00E+00,,,O,
20070506175816-474459171.295166,BAEA,2.00E+00,,,O,
20070506175816-474459171.295166,HARD,9.00E+00,,,O,
20070506175816-474459171.295166,MALL,1.00E+01,,,O,
20070506163624-231971085.071564,BAGO,2.00E+00,,,O,
20070506163624-231971085.071564,BOGU,3.00E+00,,,O,
20070506163624-231971085.071564,MAMU,5.50E+01,,,O,
20070506163624-213124573.230743,BOGU,8.00E+00,,,O,
20070506163624-213124573.230743,HARD,9.00E+00,,,O,
20070506163624-213124573.230743,MAMU,1.80E+01,,,O,
20070506163624-965886533.260345,BAEA,1.00E+00,,,O,
20070506163624-965886533.260345,BOGU,2.00E+00,,,O,
20070506163624-965886533.260345,BUFF,4.00E+00,,,O,
20070506163624-965886533.260345,HARD,3.00E+00,,,O,
20070506163624-965886533.260345,HOGR,1.40E+01,,,O,
20070506163624-965886533.260345,MAMU,2.20E+01,,,O,
20070506163624-965886533.260345,RBME,4.00E+00,,,O,
20070506163624-965886533.260345,RNGR,6.00E+00,,,O,
20070506163624-490728914.737701,BAGO,4.00E+00,,,O,
20070506163624-490728914.737701,BOGU,3.00E+00,,,O,
20070506163624-490728914.737701,CORA,2.00E+00,,,O,
20070506163624-490728914.737701,GRSC,3.00E+00,,,O,
20070506163624-490728914.737701,HOGR,2.00E+00,,,O,
20070506163624-490728914.737701,MAMU,4.00E+00,,,O,
20070506163624-490728914.737701,NOCR,2.60E+01,,,O,
20070506163624-490728914.737701,RNDU,1.00E+01,,,O,
20070506163624-777957856.655121,AMWI,4.80E+01,,,O,
20070506163624-777957856.655121,ARTE,2.00E+00,,,O,
20070506163624-777957856.655121,BOGU,2.88E+02,,,O,
20070506163624-777957856.655121,BUFF,2.00E+00,,,O,
20070506163624-777957856.655121,Gull spp.,4.00E+01,,,O,
20070506163624-777957856.655121,GWGU,1.60E+01,,,O,
20070506163624-777957856.655121,GWTE,3.00E+00,,,O,
20070506163624-777957856.655121,HERG,1.10E+01,,,O,
20070506163624-777957856.655121,MALL,1.80E+01,,,O,
20070506163624-777957856.655121,MEGU,2.00E+00,,,O,
20070506163624-777957856.655121,NOCR,1.00E+00,,,O,
20070506163624-777957856.655121,NOSH,1.10E+01,,,O,
20070506163624-777957856.655121,RBME,6.00E+00,,,O,
20070506175816-798884391.784668,BAEA,3.00E+00,,2 Adults,O,
20070506175816-798884391.784668,BOGU,4.81E+02,,,O,
20070506175816-798884391.784668,BUFF,4.00E+00,,,O,
20070506175816-798884391.784668,CORA,2.00E+00,,,O,
20070506175816-798884391.784668,GWGU,1.50E+01,,,O,
20070506175816-798884391.784668,GWTE,3.00E+00,,,O,
20070506175816-798884391.784668,HERG,5.50E+01,,,O,
20070506175816-798884391.784668,Larus spp.,2.80E+01,,,O,
20070506175816-798884391.784668,MALL,8.00E+00,,,O,
20070506175816-798884391.784668,MEGU,4.10E+01,,,O,
20070506175816-798884391.784668,NOCR,9.00E+00,,,O,
20070506175816-798884391.784668,RBME,2.50E+01,,,O,
20070506175816-798884391.784668,RNDU,3.00E+00,,,O,
20070506163624-614014446.735382,ARTE,1.00E+00,,,O,
20070506163624-614014446.735382,BOGU,8.00E+00,,,O,
20070506163624-614014446.735382,BUFF,4.00E+00,,,O,
20070506163624-614014446.735382,COME,2.00E+00,,,O,
20070506163624-614014446.735382,CORA,1.00E+00,,,O,
20070506163624-614014446.735382,GRSC,4.00E+00,,,O,
20070506163624-614014446.735382,HERG,1.00E+00,,,O,
20070506163624-614014446.735382,Larus spp.,6.60E+01,,,O,
20070506163624-614014446.735382,MAMU,5.90E+01,,,O,
20070506163624-614014446.735382,MEGU,6.00E+00,,,O,
20070506163624-614014446.735382,SUSC,5.00E+00,,,O,
20070506163624-641124308.109283,AMWI,5.00E+00,,,O,
20070506163624-641124308.109283,ARTE,6.00E+00,,,O,
20070506163624-641124308.109283,BAEA,1.00E+00,,,O,
20070506163624-641124308.109283,BOGU,4.00E+00,,,O,
20070506163624-641124308.109283,GRSC,4.00E+00,,,O,
20070506163624-641124308.109283,GWGU,1.00E+00,,,O,
20070506163624-641124308.109283,GWTE,4.00E+00,,,O,
20070506163624-641124308.109283,HARD,5.00E+00,,,O,
20070506163624-641124308.109283,MAMU,3.10E+01,,,O,
20070506163624-641124308.109283,MEGU,5.00E+00,,,O,
20070506163624-641124308.109283,NOCR,3.00E+00,,,O,
20070506163624-641124308.109283,SUSC,7.50E+02,,,O,
20070506163624-584239065.647125,ARTE,1.00E+00,,,O,
20070506163624-584239065.647125,GBHE,2.00E+00,,,O,
20070506163624-584239065.647125,GRSC,6.00E+00,,,O,
20070506163624-584239065.647125,GWGU,1.00E+00,,,O,
20070506163624-584239065.647125,GWTE,2.00E+00,,,O,
20070506163624-584239065.647125,LESA,2.00E+00,,,O,
20070506163624-584239065.647125,LEYE,2.00E+00,,,O,
20070506163624-584239065.647125,MALL,3.30E+01,,,O,
20070506163624-584239065.647125,MEGU,2.00E+00,,,O,
20070506163624-584239065.647125,NOCR,3.00E+00,,,O,
20070506163624-584239065.647125,NOPI,2.00E+00,,,O,
20070506163624-584239065.647125,RNDU,4.00E+00,,,O,
20070506163624-29402673.2444763,MEGU,3.00E+00,,,O,
20070506163624-546340644.359589,HERG,1.00E+00,,,O,
20070506163624-546340644.359589,MAMU,2.00E+00,,,O,
20070506163624-546340644.359589,MEGU,2.00E+00,,,O,
20070506163624-546340644.359589,PIGU,2.00E+00,,,O,
20070506163624-546340644.359589,SUSC,4.00E+00,,,O,
20070506163624-68551480.7701111,HARD,2.00E+00,,,O,
20070506163624-68551480.7701111,MAMU,9.00E+00,,,O,
20070506163624-68551480.7701111,PIGU,1.00E+00,,,O,
20070506163624-688683092.594147,BOGU,4.00E+00,,,O,
20070506163624-688683092.594147,HARD,1.00E+00,,,O,
20070506163624-688683092.594147,MAMU,1.40E+01,,,O,
20070506163624-688683092.594147,RBME,2.00E+00,,,O,
20070506163624-688683092.594147,SUSC,3.00E+01,,,O,
20070506163624-688683092.594147,WWSC,8.00E+00,,,O,
20070506163624-65828979.0153503,ARTE,3.00E+00,,,O,
20070506163624-65828979.0153503,BOGU,8.00E+00,,,O,
20070506163624-65828979.0153503,COLO,1.00E+00,,,O,
20070506163624-65828979.0153503,MAMU,6.40E+01,,,O,
20070506163624-65828979.0153503,RBME,8.80E+01,,,O,
20070506163624-65828979.0153503,RNDU,4.00E+00,,,O,
20070506163624-65828979.0153503,SUSC,2.50E+01,,,O,
20070506163624-65828979.0153503,WWSC,1.10E+01,,,O,
20070506163624-521678149.700165,ARTE,8.00E+00,,,O,
20070506163624-521678149.700165,BOGU,3.00E+00,,,O,
20070506163624-521678149.700165,GRSC,6.00E+00,,,O,
20070506163624-521678149.700165,GWGU,8.00E+00,,,O,
20070506163624-521678149.700165,MALL,3.50E+01,,,O,
20070506163624-521678149.700165,NOCR,2.00E+00,,,O,
20070506163624-521678149.700165,NOPI,1.00E+00,,,O,
20070506175816-45649170.8755493,ARTE,4.00E+00,,,O,
20070506175816-45649170.8755493,BOGU,3.00E+00,,,O,
20070506175816-45649170.8755493,COME,3.50E+01,,,O,
20070506175816-45649170.8755493,GWGU,1.40E+01,,,O,
20070506175816-45649170.8755493,GWTE,3.00E+00,,,O,
20070506175816-45649170.8755493,HARD,1.20E+01,,,O,
20070506175816-45649170.8755493,HERG,4.00E+00,,,O,
20070506175816-45649170.8755493,MEGU,1.00E+02,,,O,
20070506175816-45649170.8755493,RNDU,2.00E+00,,,O,
20070506163624-964230120.182037,No Birds,,,,O,
20070506163624-129401624.202728,HARD,2.00E+00,,,O,
20070506163624-179447829.723358,LTDU,4.00E+00,,,O,
20070506163624-179447829.723358,MAMU,1.20E+01,,,O,
20070506163624-179447829.723358,SUSC,7.70E+01,,,O,
20070506163624-179447829.723358,WWSC,1.80E+01,,,O,
20070506163624-955840885.639191,ARTE,4.00E+00,,,O,
20070506163624-955840885.639191,HARD,1.00E+01,,,O,
20070506163624-955840885.639191,MAMU,8.00E+00,,,O,
20070506163624-955840885.639191,MEGU,1.60E+01,,,O,
20070506163624-955840885.639191,RNDU,1.00E+00,,,O,
20070506163624-955840885.639191,RTLO,4.00E+00,,,O,
20070506163624-955840885.639191,SUSC,3.50E+01,,,O,
20070506163624-955840885.639191,WWSC,1.00E+00,,,O,
20070506163624-586803734.302521,ARTE,4.00E+00,,,O,
20070506163624-586803734.302521,BAEA,2.00E+00,,,O,
20070506163624-586803734.302521,BEKI,2.00E+00,,,O,
20070506163624-586803734.302521,CORA,1.00E+00,,,O,
20070506163624-586803734.302521,GWGU,1.00E+00,,,O,
20070506163624-586803734.302521,MALL,2.90E+01,,,O,
20070506163624-586803734.302521,MEGU,3.00E+00,,,O,
20070506163624-586803734.302521,NOCR,3.00E+00,,,O,
20070506163624-586803734.302521,SPSA,3.00E+00,,,O,
20070506175816-382010698.318481,BAEA,1.00E+00,,,O,
20070506175816-382010698.318481,COME,3.00E+01,,,O,
20070506175816-382010698.318481,HARD,1.00E+00,,,O,
20070506163624-314039289.951324,MAMU,9.00E+00,,,O,
20070506163624-423023998.737335,ARTE,2.00E+00,,,O,
20070506163624-423023998.737335,MAMU,1.20E+01,,,O,
20070506163624-423023998.737335,SUSC,2.00E+01,,,O,
20070506163624-823433578.014374,No birds.,,,,O,
20070506163624-586100161.075592,MAMU,4.00E+00,,,O,
20070506163624-966691792.011261,MAMU,3.10E+01,,,O,
20070506163624-966691792.011261,MEGU,3.00E+00,,,O,
20070506163624-892949998.378754,COGO,1.00E+00,,,O,
20070506163624-892949998.378754,MAMU,2.20E+01,,,O,
20070506175816-948571085.929871,BEKI,1.00E+00,,,O,
20070506175816-948571085.929871,GBHE,1.00E+00,,,O,
20070506175816-948571085.929871,NOCR,2.00E+00,,,O,
20070506175816-948571085.929871,SPSA,3.00E+00,,,O,
20070506163624-326498448.848724,GBHE,6.00E+00,,,O,
20070506163624-326498448.848724,MAMU,5.00E+00,,,O,
20070506175816-401374340.057373,BAEA,1.00E+00,,,O,
20070506163624-239126026.630402,BEKI,1.00E+00,,,O,
20070506163624-239126026.630402,MAMU,5.00E+00,,,O,
20070506163624-239126026.630402,PIGU,2.00E+00,,,O,
20070506163624-88232696.056366,BEKI,1.00E+00,,,O,
20070506163624-88232696.056366,MAMU,2.00E+00,,,O,
20070506163624-885139405.727386,NOCR,1.00E+00,,,O,
20070506163624-169949591.159821,ARTE,3.00E+00,,,O,
20070506163624-169949591.159821,COGO,1.00E+00,,,O,
20070506163624-169949591.159821,COLO,1.00E+00,,,O,
20070506163624-169949591.159821,GBHE,4.00E+00,,,O,
20070506163624-169949591.159821,MAMU,5.00E+01,,,O,
20070506163624-169949591.159821,NOPI,2.00E+00,,,O,
20070506163624-626110017.299652,ARTE,4.00E+00,,,O,
20070506163624-626110017.299652,MAMU,2.20E+01,,,O,
20070506163624-634036839.008331,HARD,1.00E+00,,,O,
20070506163624-634036839.008331,MAMU,2.00E+00,,,O,
20070506163624-150435507.297516,MAMU,1.80E+01,,,O,
20070506163624-750104129.314423,ARTE,2.00E+00,,,O,
20070506163624-750104129.314423,GBHE,1.00E+00,,,O,
20070506163624-750104129.314423,MEGU,9.00E+00,,,O,
20070506163624-865830957.889557,ARTE,2.40E+01,,,O,
20070506163624-865830957.889557,BAEA,5.00E+00,,,O,
20070506163624-865830957.889557,BOGU,9.20E+01,,,O,
20070506163624-865830957.889557,COGO,1.00E+00,,,O,
20070506163624-865830957.889557,GBHE,2.00E+00,,,O,
20070506163624-865830957.889557,GWGU,3.00E+00,,,O,
20070506163624-865830957.889557,HERG,3.00E+00,,,O,
20070506163624-865830957.889557,MEGU,8.00E+00,,,O,
20070506163624-865830957.889557,SESA,3.00E+00,,,O,
20070506175816-160441517.829895,BAEA,1.00E+00,,,O,
20070506175816-160441517.829895,CORA,1.00E+00,,,O,
20070506163624-291052043.437958,ARTE,2.00E+00,,,O,
20070506163624-291052043.437958,MAMU,9.00E+00,,,O,
20070506163624-291052043.437958,MEGU,4.00E+00,,,O,
20070506163624-291052043.437958,NOCR,6.90E+01,,,O,
20070506163624-380801141.262054,BEKI,1.00E+00,,,O,
20070506163624-380801141.262054,COME,5.00E+00,,,O,
20070506163624-380801141.262054,HARD,5.00E+00,,,O,
20070506163624-380801141.262054,HERG,2.00E+00,,,O,
20070506163624-380801141.262054,MAMU,2.00E+01,,,O,
20070506163624-380801141.262054,MEGU,3.00E+00,,,O,
20070506163624-420733511.447906,BOGU,1.00E+00,,,O,
20070506163624-420733511.447906,MAMU,3.00E+00,,,O,
20070506163624-420733511.447906,SUSC,1.00E+00,,,O,
20070506163624-285776078.701019,BOGU,1.00E+00,,,O,
20070506163624-285776078.701019,HERG,1.00E+00,,,O,
20070506163624-285776078.701019,MAMU,9.00E+00,,,O,
20070506163624-31508624.5536804,ARTE,2.00E+00,,,O,
20070506163624-31508624.5536804,BOGU,1.00E+00,,,O,
20070506163624-31508624.5536804,MAMU,8.00E+00,,,O,
20070506163624-255918800.830841,COLO,1.00E+00,,,O,
20070506163624-255918800.830841,MAMU,6.00E+00,,,O,
20070506163624-255918800.830841,MEGU,1.00E+00,,,O,
20070506163624-255918800.830841,RTLO,1.00E+00,,,O,
20070506163624-158544242.38205,BAEA,1.00E+00,,,O,
20070506163624-158544242.38205,BEKI,1.00E+00,,,O,
20070506163624-158544242.38205,BOGU,2.00E+01,,,O,
20070506163624-158544242.38205,GBHE,5.00E+00,,2 Juvenile birds.,O,
20070506163624-158544242.38205,GWGU,1.00E+00,,,O,
20070506163624-158544242.38205,SESA,2.60E+01,,,O,
20070506175816-646587133.407593,BOGU,1.46E+02,,,O,
20070506175816-646587133.407593,COME,4.00E+00,,,O,
20070506175816-646587133.407593,CORA,1.00E+00,,,O,
20070506163624-868065297.603607,COGO,1.00E+00,,,O,
20070506163624-868065297.603607,MAMU,1.00E+00,,,O,
20070506163624-868065297.603607,SUSC,4.00E+00,,,O,
20070506163624-241450130.939484,BAEA,9.00E+00,,,O,
20070506163624-241450130.939484,BOGU,5.40E+01,,,O,
20070506163624-241450130.939484,CORA,2.00E+00,,,O,
20070506163624-241450130.939484,HERG,2.20E+01,,,O,
20070506163624-241450130.939484,LEYE,3.00E+00,,,O,
20070506163624-241450130.939484,MALL,8.00E+00,,,O,
20070506163624-241450130.939484,MEGU,3.00E+01,,,O,
20070506163624-241450130.939484,SEPL,5.00E+00,,,O,
20070506163624-241450130.939484,SPSA,5.00E+00,,,O,
20070506175816-412766814.231873,BAEA,2.00E+00,,,O,
20070506175816-412766814.231873,BOGU,3.00E+00,,,O,
20070506175816-412766814.231873,COME,3.00E+00,,,O,
20070506175816-412766814.231873,HERG,6.00E+00,,,O,
20070506175816-412766814.231873,MEGU,1.60E+01,,,O,
20070506163624-321715652.942657,HERG,1.00E+00,,,O,
20070506163624-321715652.942657,MAMU,1.00E+00,,,O,
20070506163624-321715652.942657,NOCR,6.00E+00,,,O,
20070506163624-109438002.109528,COME,5.00E+00,,,O,
20070506163624-109438002.109528,HARD,3.00E+00,,,O,
20070506163624-109438002.109528,HERG,2.00E+00,,,O,
20070506163624-109438002.109528,LTDU,2.00E+00,,,O,
20070506163624-109438002.109528,MAMU,1.95E+02,,,O,
20070506163624-109438002.109528,MEGU,7.00E+00,,,O,
20070506163624-109438002.109528,NOCR,1.00E+00,,,O,
20070506163624-109438002.109528,PIGU,1.00E+00,,,O,
20070506163624-109438002.109528,SUSC,6.01E+02,,,O,
20070506163624-878253161.907196,BOGU,4.00E+00,,,O,
20070506163624-878253161.907196,MAMU,1.42E+02,,,O,
20070506163624-878253161.907196,MEGU,1.00E+00,,,O,
20070506163624-306946814.060211,BEKI,2.00E+00,,,O,
20070506163624-306946814.060211,MAMU,1.00E+00,,,O,
20070506163624-901840507.984161,BOGU,3.00E+00,,,O,
20070506163624-901840507.984161,COLO,1.00E+00,,,O,
20070506163624-901840507.984161,HERG,5.00E+00,,,O,
20070506163624-901840507.984161,MAMU,4.18E+02,,,O,
20070506163624-901840507.984161,MEGU,7.00E+00,,,O,
20070506163624-901840507.984161,SPSA,1.00E+00,,,O,
20070506163624-901840507.984161,SUSC,1.00E+00,,,O,
20070506163624-235627591.609955,HERG,1.00E+00,,,O,
20070506163624-235627591.609955,MEGU,1.00E+00,,,O,
20070506163624-144952952.861786,GWTE,2.00E+00,,,O,
20070506163624-144952952.861786,HARD,3.00E+00,,,O,
20070506163624-144952952.861786,HERG,4.00E+00,,,O,
20070506163624-144952952.861786,LTDU,2.00E+00,,,O,
20070506163624-144952952.861786,MAMU,1.65E+02,,,O,
20070506163624-144952952.861786,MEGU,4.00E+00,,,O,
20070506163624-144952952.861786,NOCR,3.00E+00,,,O,
20070506163624-144952952.861786,SUSC,5.01E+02,,,O,
20070506163624-249103844.165802,BOGU,2.00E+00,,,O,
20070506163624-249103844.165802,MAMU,5.00E+00,,,O,
20070506163624-397141635.417938,MAMU,9.00E+00,,,O,
20070506163624-700891911.98349,BOGU,4.00E+00,,,O,
20070506163624-700891911.98349,MAMU,3.80E+01,,,O,
20070506163624-415713846.683502,BOGU,1.10E+01,,,O,
20070506163624-415713846.683502,HERG,2.00E+00,,,O,
20070506163624-415713846.683502,MEGU,3.00E+01,,,O,
20070506163624-415713846.683502,SUSC,7.00E+00,,,O,
20070506163624-523980081.08139,BAEA,1.20E+01,,,O,
20070506163624-523980081.08139,BOGU,8.60E+01,,,O,
20070506163624-523980081.08139,GBHE,2.00E+00,,,O,
20070506163624-523980081.08139,HERG,3.00E+01,,,O,
20070506163624-523980081.08139,MEGU,3.30E+01,,,O,
20070506175816-326206207.275391,BAEA,3.00E+00,,,O,
20070506175816-326206207.275391,BOGU,3.00E+00,,,O,
20070506175816-326206207.275391,CORA,1.00E+00,,,O,
20070506175816-326206207.275391,HERG,3.00E+00,,,O,
20070506175816-326206207.275391,MALL,3.00E+00,,,O,
20070506175816-326206207.275391,MEGU,1.60E+01,,,O,
20070506163624-264636337.757111,BOGU,9.00E+00,,,O,
20070506163624-264636337.757111,COME,7.00E+00,,,O,
20070506163624-264636337.757111,HARD,4.00E+00,,,O,
20070506163624-264636337.757111,LTDU,2.00E+00,,,O,
20070506163624-264636337.757111,MAMU,1.10E+01,,,O,
20070506163624-264636337.757111,MEGU,1.90E+01,,,O,
20070506163624-264636337.757111,SUSC,1.00E+00,,,O,
20070506163624-365324437.618256,MAMU,2.60E+01,,,O,
20070506163624-805818855.762482,MAMU,2.00E+00,,,O,
20070506163624-805818855.762482,PIGU,2.00E+00,,,O,
20070506163624-86934626.1024475,MAMU,3.80E+01,,,O,
20070506163624-189521491.527557,COME,5.00E+00,,,O,
20070506163624-189521491.527557,MAMU,6.00E+00,,,O,
20070506163624-189521491.527557,RTLO,2.00E+00,,,O,
20070506163624-394142210.483551,BAEA,7.00E+00,,,O,
20070506163624-394142210.483551,BOGU,5.70E+01,,,O,
20070506163624-394142210.483551,CORA,2.00E+00,,,O,
20070506163624-394142210.483551,GBHE,3.00E+00,,,O,
20070506163624-394142210.483551,GULL spp,2.14E+02,,,O,
20070506163624-394142210.483551,GWGU,1.00E+00,,,O,
20070506163624-394142210.483551,HERG,6.00E+00,,,O,
20070506163624-394142210.483551,LEYE,5.00E+00,,,O,
20070506163624-394142210.483551,MALL,3.00E+00,,,O,
20070506163624-394142210.483551,MEGU,1.40E+01,,,O,
20070506163624-394142210.483551,RTLO,2.00E+00,,,O,
20070506175816-207561135.292053,HERG,1.00E+00,,,O,
20070506175816-207561135.292053,MEGU,1.60E+01,,,O,
20070506163624-702290117.740631,NO BIRDS,,,,O,
20070506163624-42226254.940033,COME,5.00E+00,,,O,
20070506163624-42226254.940033,GWGU,1.00E+00,,,O,
20070506163624-42226254.940033,HARD,3.00E+00,,,O,
20070506163624-42226254.940033,HERG,9.00E+00,,,O,
20070506163624-42226254.940033,LTDU,2.00E+00,,,O,
20070506163624-42226254.940033,MAMU,1.00E+00,,,O,
20070506163624-42226254.940033,MEGU,1.10E+01,,,O,
20070506163624-42226254.940033,NOCR,7.10E+01,,,O,
20070506163624-918389856.815338,MAMU,4.00E+00,,,O,
20070506163624-356228291.988373,MAMU,2.00E+00,,,O,
20070506163624-812539756.298065,MAMU,7.00E+00,,,O,
20070506163624-258526623.249054,BOGU,2.00E+00,,,O,
20070506163624-258526623.249054,COME,1.10E+01,,,O,
20070506163624-258526623.249054,MEGU,1.00E+00,,,O,
20070506163624-672134578.227997,AMWI,2.00E+00,,,O,
20070506163624-672134578.227997,BAEA,6.00E+00,,,O,
20070506163624-672134578.227997,BOGU,2.11E+02,,,O,
20070506163624-672134578.227997,COME,8.00E+00,,,O,
20070506163624-672134578.227997,CORA,1.00E+00,,,O,
20070506163624-672134578.227997,GWGU,1.10E+01,,,O,
20070506163624-672134578.227997,GWTE,2.90E+01,,,O,
